date,CHFUSD=X,DKKUSD=X,EURUSD=X,GBPUSD=X,HKDUSD=X,JPYUSD=X,KRWUSD=X
2010-01-01,0.9672114849090576,0.1940767765045166,1.4389938116073608,1.6132936477661133,0.1289839893579483,0.010761945508420467,0.0008726003579795361
2010-01-04,0.9717229008674622,0.1938585638999939,1.4423978328704834,1.6113698482513428,0.12893742322921753,0.01081139501184225,0.0008830801816657186
2010-01-05,0.9673987030982971,0.19309492409229279,1.4365959167480469,1.599078893661499,0.12893909215927124,0.010918818414211273,0.000876193749718368
2010-01-06,0.9731412529945374,0.19365209341049194,1.4404033422470093,1.602384328842163,0.12896569073200226,0.010827666148543358,0.0008846425916999578
2010-01-07,0.9674922823905945,0.1924298107624054,1.4318032264709473,1.5933969020843506,0.1289457380771637,0.010707784444093704,0.0008811348816379905
2010-01-08,0.9769441485404968,0.1936933547258377,1.44110906124115,1.602410078048706,0.1289341002702713,0.0107921427115798,0.0008903926936909556
2010-01-11,0.9835742712020874,0.1950192153453827,1.4511260986328125,1.6112918853759766,0.12895239889621735,0.010858706198632717,0.0008918219245970249
2010-01-12,0.9815468788146973,0.19463962316513062,1.447659969329834,1.615169644355774,0.1289590448141098,0.010979359038174152,0.0008899964741431177
2010-01-13,0.9827043414115906,0.19523243606090546,1.4523905515670776,1.628611445426941,0.12894076108932495,0.010936970822513103,0.0008932559285312891
2010-01-14,0.9817396402359009,0.1949089765548706,1.4499897956848145,1.6333998441696167,0.1289208084344864,0.010956862941384315,0.0008922995184548199
2010-01-15,0.9757049679756165,0.1933974027633667,1.4390974044799805,1.6269950866699219,0.12886099517345428,0.011019283905625343,0.0008914244826883078
2010-01-18,0.9769441485404968,0.19368210434913635,1.4406731128692627,1.63529634475708,0.12882281839847565,0.011024750769138336,0.0008910273318178952
2010-01-19,0.9684291481971741,0.19191648066043854,1.4281021356582642,1.6356706619262695,0.12881451845169067,0.010965032503008842,0.0008864462724886835
2010-01-20,0.9582215547561646,0.1896129995584488,1.4110342264175415,1.6298059225082397,0.1287415474653244,0.010965874418616295,0.0008832362364046276
2010-01-21,0.9600614309310913,0.18947288393974304,1.4097015857696533,1.620509147644043,0.12868687510490417,0.01106280367821455,0.0008755800663493574
2010-01-22,0.9598771333694458,0.18997322022914886,1.414107084274292,1.611006498336792,0.1286703199148178,0.01113461796194315,0.0008664010092616081
2010-01-25,0.9615384936332703,0.19008876383304596,1.4150075912475586,1.6250121593475342,0.12873658537864685,0.011060111224651337,0.000884329667314887
2010-01-26,0.9561143517494202,0.18911457061767578,1.4082324504852295,1.614700198173523,0.1286190152168274,0.011156979016959667,0.0008623663452453911
